"","sg","nom","Agriculture","Transformation","Emballage","Transport","Supermarché et distribution","Consommation","Total"
"345","produits laitiers","Crottin de Chavignol (fromage de chèvre)",6.0103604,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,6.8201604109
"346","produits laitiers","Crottin de chèvre, au lait cru",7.0365195,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,7.8463195109
"347","produits laitiers","Crottin de chèvre, sans précision",7.0365195,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,7.8463195109
"348","produits laitiers","Dessert au soja aromatisé, rayon frais",0.16277726,0.24333112,0.18549789,0.23056348,0.037768033,0.0066736979,0.8666114809
"349","produits laitiers","Dessert au soja, aux fruits, rayon frais",0.16277726,0.24333112,0.18549789,0.23056348,0.037768033,0.0066736979,0.8666114809
"350","produits laitiers","Dessert au soja, nature, rayon frais",0.14153435,0.25458257,0.18549789,0.20855248,0.037768033,0.0066736979,0.8346090209
"351","produits laitiers","Edam",4.9448384,0.41647159,0.26233269,0.21100323,0.035969873,0.0066736979,5.8772894809
"352","produits laitiers","Emmental ou emmenthal",5.2170277,0.38965334,0.26233269,0.21100323,0.035969873,0.0066736979,6.1226605309
"353","produits laitiers","Emmental ou emmenthal râpé",5.2507248,0.38649825,0.26233269,0.21100323,0.035969873,0.0066736979,6.1532025409
"354","produits laitiers","Époisses",4.2004027,0.27363782,0.26233269,0.21100323,0.035969873,0.0066736979,4.9900200109
"355","produits laitiers","Faisselle, 6% MG environ",4.3881168,0.26335405,0.18031662,0.21100323,0.035969873,0.0066736979,5.0854342709
"356","produits laitiers","Feta de brebis",4.6819877,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,5.4917877109
"357","produits laitiers","Flan aux œufs, rayon frais",1.1065965,0.21381681,0.18551537,0.20300484,0.037768033,0.0066736979,1.7533752509
"358","produits laitiers","Fontina",4.3881168,0.26335405,0.26233269,0.21100323,0.035969873,0.0066736979,5.1674503409
"359","produits laitiers","Fourme d'Ambert",4.6609149,0.24770483,0.26233269,0.21100323,0.035969873,0.0066736979,5.4245992209
"360","produits laitiers","Fourme de Montbrison",4.7702866,0.24144514,0.26233269,0.21100323,0.035969873,0.0066736979,5.5277112309
"361","produits laitiers","Fromage à pâte ferme environ 14% MG type Masdaam à teneur réduite en MG",4.4488136,0.46616422,0.26233269,0.21100323,0.035969873,0.0066736979,5.4309573109
"362","produits laitiers","Fromage à pâte ferme environ 27% MG type Maasdam",4.8116441,0.42909194,0.26233269,0.21100323,0.035969873,0.0066736979,5.7567155309
"363","produits laitiers","Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)",4.591351,0.25128179,0.26233269,0.21100323,0.035969873,0.0066736979,5.3586122809
"364","produits laitiers","Fromage à pâte molle double crème environ 30% MG",4.4839498,0.2579886,0.26233269,0.21100323,0.035969873,0.0066736979,5.2579178909
"365","produits laitiers","Fromage à pâte molle et croûte fleurie (type camembert)",4.6122069,0.25038755,0.26233269,0.21100323,0.035969873,0.0066736979,5.3785739409
"366","produits laitiers","Fromage à pâte molle et croûte lavée, allégé environ 13% MG",4.3881168,0.26335405,0.26233269,0.21100323,0.035969873,0.0066736979,5.1674503409
"367","produits laitiers","Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée",4.3881168,0.26335405,0.26233269,0.21100323,0.035969873,0.0066736979,5.1674503409
"368","produits laitiers","Fromage à pâte molle triple crème environ 40% MG",4.3881168,0.26335405,0.26233269,0.21100323,0.035969873,0.0066736979,5.1674503409
"369","produits laitiers","Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse",5.2507248,0.38649825,0.26233269,0.21100323,0.035969873,0.0066736979,6.1532025409
"370","produits laitiers","Fromage blanc nature, 0% MG",1.0627205,0.12902031,0.18031662,0.18373556,0.035969873,0.0066736979,1.5984365609
"371","produits laitiers","Fromage blanc nature, 3% MG environ",1.2841206,0.12902031,0.18031662,0.18373556,0.035969873,0.0066736979,1.8198366609
"372","produits laitiers","Fromage blanc nature, gourmand, 8% MG environ",1.6494307,0.12902031,0.18031662,0.18373556,0.035969873,0.0066736979,2.1851467609
"373","produits laitiers","Fromage blanc ou spécialité laitière, aux fruits, sucré, gourmand, 7% MG environ",0.8447968,0.16630382,0.18549789,0.20574029,0.037768033,0.0066736979,1.4467805309
"374","produits laitiers","Fromage bleu au lait de vache",4.5258166,0.25530588,0.26233269,0.21100323,0.035969873,0.0066736979,5.2971019709
"375","produits laitiers","Fromage bleu d'Auvergne",4.6547821,0.24770483,0.26233269,0.21100323,0.035969873,0.0066736979,5.4184664209
"376","produits laitiers","Fromage bleu de Bresse",4.5258166,0.25530588,0.26233269,0.21100323,0.035969873,0.0066736979,5.2971019709
"377","produits laitiers","Fromage bleu de Bresse allegé environ 15% MG",4.2464318,0.2709551,0.26233269,0.21100323,0.035969873,0.0066736979,5.0333663909
"378","produits laitiers","Fromage bleu des Causses",4.6746417,0.24681058,0.26233269,0.21100323,0.035969873,0.0066736979,5.4374317709
"379","produits laitiers","Fromage de brebis à pâte molle et croûte fleurie",4.6819877,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,5.4917877109
"380","produits laitiers","Fromage de brebis à pâte pressée",3.8826529,0.38650212,0.26233269,0.21100323,0.035969873,0.0066736979,4.7851345109
"381","produits laitiers","Fromage de brebis Corse à pâte molle",7.4131471,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,8.2229471109
"382","produits laitiers","Fromage de brebis des Pyrénées",4.4232346,0.31393438,0.26233269,0.21100323,0.035969873,0.0066736979,5.2531484709
"383","produits laitiers","Fromage de chèvre à pâte molle et croûte fleurie type camembert",6.7433312,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,7.5531312109
"384","produits laitiers","Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé",6.7433312,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,7.5531312109
"385","produits laitiers","Fromage de chèvre bûche",4.8376071,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,5.6474071109
"386","produits laitiers","Fromage de chèvre bûche, allégé en matière grasse",5.3506867,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,6.1604867109
"387","produits laitiers","Fromage de chèvre demi-sec",5.0658656,0.4070104,0.26233269,0.21100323,0.035969873,0.0066736979,5.9888554909
"388","produits laitiers","Fromage de chèvre frais, au lait cru (type palet ou crottin frais)",4.3245276,0.29382052,0.26233269,0.21100487,0.035969873,0.0066736979,5.1343292509
"389","produits laitiers","Fromage de chèvre frais, au lait pasteurisé (type bûchette fraîche)",5.3506867,0.29382052,0.26233269,0.21100487,0.035969873,0.0066736979,6.1604883509
"390","produits laitiers","Fromage de chèvre frais, au lait pasteurisé ou cru (type crottin frais ou bûchette fraîche)",4.9109042,0.29382052,0.26233269,0.21100487,0.035969873,0.0066736979,5.7207058509
"391","produits laitiers","Fromage de chèvre lactique affiné (type bûchette, crottin, Sainte-Maure)",5.3506867,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,6.1604867109
"392","produits laitiers","Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Sainte-Maure de Touraine)",5.5705779,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,6.3803779109
"393","produits laitiers","Fromage de chèvre lactique affiné, au lait pasteurisé (type bûchette ou crottin)",5.3506867,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,6.1604867109
"394","produits laitiers","Fromage de chèvre sec",4.8918269,0.29815878,0.26233269,0.21100323,0.035969873,0.0066736979,5.7059651709
"395","produits laitiers","Fromage fondu double crème, environ 31% MG",4.3881168,0.26335405,0.26233269,0.21100323,0.035969873,0.0066736979,5.1674503409
"396","produits laitiers","Fromage fondu en portions ou en cubes environ 20% MG",4.3881168,0.26335405,0.26233269,0.21100323,0.035969873,0.0066736979,5.1674503409
"397","produits laitiers","Fromage fondu en tranchettes",4.3881168,0.26335405,0.26233269,0.21100323,0.035969873,0.0066736979,5.1674503409
"398","produits laitiers","Fromage frais type petit suisse, aromatisé aux fruits, 2-3% MG, enrichi en calcium et vitamine D",1.2509106,0.12902031,0.18031662,0.18373556,0.035969873,0.0066736979,1.7866266609
"399","produits laitiers","Fromage frais type petit suisse, aux fruits, 2-3% MG",1.2509106,0.12902031,0.18031662,0.18373556,0.035969873,0.0066736979,1.7866266609
"400","produits laitiers","Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D",1.2509106,0.12902031,0.18031662,0.18373556,0.035969873,0.0066736979,1.7866266609
"401","produits laitiers","Fromage frais type petit suisse, nature, 0% MG",1.0627205,0.12902031,0.18031662,0.18373556,0.035969873,0.0066736979,1.5984365609
"402","produits laitiers","Fromage frais type petit suisse, nature, 10% MG environ",1.7933408,0.12902031,0.18031662,0.18373556,0.035969873,0.0066736979,2.3290568609
"403","produits laitiers","Fromage frais type petit suisse, nature, 4% MG environ",1.3505406,0.12902031,0.18031662,0.18373556,0.035969873,0.0066736979,1.8862566609
"404","produits laitiers","Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse",4.1313259,0.27810903,0.26233269,0.21100323,0.035969873,0.0066736979,4.9254144209
"405","produits laitiers","Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse",4.1801446,0.27497918,0.26233269,0.21100323,0.035969873,0.0066736979,4.9711032709
"406","produits laitiers","Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse",4.2070668,0.2731907,0.26233269,0.21100323,0.035969873,0.0066736979,4.9962369909
"407","produits laitiers","Fromage type feta, au lait de vache",4.3101064,0.26782525,0.26233269,0.21100323,0.035969873,0.0066736979,5.0939111409
"408","produits laitiers","Fromage type feta, au lait de vache, à l'huile et aux aromates",4.3101064,0.26782525,0.26233269,0.21100323,0.035969873,0.0066736979,5.0939111409
"409","produits laitiers","Gâteau au chocolat, cœur fondant, rayon frais",6.9959587,0.32088455,0.1855108,0.29767114,0.037768033,0.0066736979,7.8444669209
"410","produits laitiers","Gâteau de riz au caramel, rayon frais",0.98799816,0.17613122,0.18549789,0.22571324,0.037768033,0.0066736979,1.6197822409
"411","produits laitiers","Gâteau de riz, appertisé",1.0576145,0.1707499,0.1795842,0.15066655,0.017262405,0.0066736979,1.5825512529
"412","produits laitiers","Gâteau de semoule aux raisins et caramel, rayon frais",0.85108528,0.18809146,0.18549789,0.20734497,0.037768033,0.0066736979,1.4764613309
"413","produits laitiers","Gâteau de semoule, appertisé",0.94234053,0.21086987,0.1795842,0.12806834,0.017262405,0.0066736979,1.4847990429
"414","produits laitiers","Gorgonzola",4.4165999,0.26156557,0.18031662,0.21100323,0.035969873,0.0066736979,5.1121288909
"415","produits laitiers","Gouda",4.9690485,0.41410527,0.26233269,0.21100323,0.035969873,0.0066736979,5.8991332609
"416","produits laitiers","Grana Padano",5.1696923,0.39438597,0.26233269,0.21100323,0.035969873,0.0066736979,6.0800577609
"417","produits laitiers","Gruyère",5.288562,0.38334317,0.26233269,0.21100323,0.035969873,0.0066736979,6.1878846609
"418","produits laitiers","Gruyère IGP France",5.2056698,0.39044211,0.26233269,0.21100323,0.035969873,0.0066736979,6.1120914009
"419","produits laitiers","Ile flottante, rayon frais",1.1919189,0.18134715,0.18549789,0.21110971,0.037768033,0.0066736979,1.8143153809
"420","produits laitiers","Lait concentré non sucré, entier",2.125441,0.047625288,0.17146792,0.14749706,0.014483905,0,2.506515173
"421","produits laitiers","Lait concentré sucré, entier",2.125441,0.047625288,0.17146792,0.14749706,0.014483905,0,2.506515173
"422","produits laitiers","Lait de brebis, entier",1.6967412,0,0.14806368,0.20468131,0.015701413,0,2.065187603
"423","produits laitiers","Lait de chèvre, demi-écrémé, UHT",1.1156328,0,0.14806368,0.19315416,0.014351319,0,1.471201959
"424","produits laitiers","Lait de chèvre, entier, cru",1.1156328,0,0.14806368,0.19315416,0.014351319,0,1.471201959
"425","produits laitiers","Lait de chèvre, entier, UHT",1.1156328,0,0.14806368,0.19315416,0.014351319,0,1.471201959
"426","produits laitiers","Lait demi-écrémé, à teneur réduite en lactose",0.92988042,0.01123937,0.14806368,0.20132999,0.015701413,0,1.306214873
"427","produits laitiers","Lait demi-écrémé, pasteurisé",0.92988042,0.01123937,0.14806368,0.20132999,0.015701413,0,1.306214873
"428","produits laitiers","Lait demi-écrémé, UHT",0.92988042,0.01123937,0.14806368,0.20132999,0.015701413,0,1.306214873
"429","produits laitiers","Lait demi-écrémé, UHT, enrichi en vitamines",0.92988042,0.01123937,0.14806368,0.20132999,0.015701413,0,1.306214873
"430","produits laitiers","Lait écrémé, pasteurisé",0.80811036,0.01123937,0.14806368,0.19902596,0.015701413,0,1.182140783
"431","produits laitiers","Lait écrémé, UHT",0.80811036,0.01123937,0.14806368,0.19902596,0.015701413,0,1.182140783
"432","produits laitiers","Lait emprésuré aromatisé, rayon frais",1.1070005,0.01123937,0.17665294,0.20468131,0.035969873,0.0066736979,1.5422176909
"433","produits laitiers","Lait en poudre, demi-écrémé",14.59686,0,0.099351733,0.10728123,0.015486253,0,14.818979216
"434","produits laitiers","Lait en poudre, écrémé",14.59686,0,0.099351733,0.10728123,0.015486253,0,14.818979216
"435","produits laitiers","Lait en poudre, entier",14.59686,0,0.099351733,0.10728123,0.015486253,0,14.818979216
"436","produits laitiers","Lait entier, pasteurisé",1.1070005,0.01123937,0.14806368,0.20468131,0.015701413,0,1.486686273
"437","produits laitiers","Lait entier, UHT",1.1070005,0.01123937,0.14806368,0.20468131,0.015701413,0,1.486686273
"438","produits laitiers","Lait fermenté à boire, nature, au lait entier",1.1070005,0,0.17665294,0.20468131,0.035969873,0.0066736979,1.5309783209
"439","produits laitiers","Lait fermenté à boire, nature, maigre",0.92988042,0.01123937,0.17665294,0.20132999,0.035969873,0.0066736979,1.3617462909
"440","produits laitiers","Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus",0.85748407,0.16806826,0.17665294,0.20118551,0.035969873,0.0066736979,1.4460343509
"441","produits laitiers","Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus",1.5208069,0.14843828,0.17665294,0.23591029,0.035969873,0.0066736979,2.1244519809
"442","produits laitiers","Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus",1.5332605,0.14982272,0.17665294,0.20131239,0.035969873,0.0066736979,2.1036921209
"443","produits laitiers","Lait gélifié aromatisé, allégé en matière grasse et en sucre, rayon frais",0.92029273,0.16201755,0.18031662,0.20193725,0.035969873,0.0066736979,1.5072077209
"444","produits laitiers","Lait gélifié aromatisé, nappé caramel, rayon frais",1.0673762,0.18245606,0.18031662,0.20276153,0.035969873,0.0066736979,1.6755539809
"445","produits laitiers","Lait gélifié aromatisé, rayon frais",0.92029273,0.16201755,0.18031662,0.20193725,0.035969873,0.0066736979,1.5072077209
"446","produits laitiers","Langres",4.1664842,0.2754263,0.26233269,0.21100323,0.035969873,0.0066736979,4.9578899909
"447","produits laitiers","Liégeois aux fruits",1.9842063,0,0.18549789,0.1902659,0.037768033,0.0066736979,2.4044118209
"448","produits laitiers","Liégeois ou viennois (chocolat, café, caramel ou vanille), rayon frais",3.8023537,0.28124091,0.18549789,0.25763136,0.037768033,0.0066736979,4.5711655909
"449","produits laitiers","Livarot",4.5147466,0.255753,0.26233269,0.21100323,0.035969873,0.0066736979,5.2864790909
"450","produits laitiers","Maroilles fermier",4.6547821,0.24770483,0.26233269,0.21100323,0.035969873,0.0066736979,5.4184664209
"451","produits laitiers","Maroilles laitier",4.5414585,0.25441164,0.26233269,0.21100323,0.035969873,0.0066736979,5.3118496309
"452","produits laitiers","Maroilles, sans précision",4.6469667,0.24859907,0.26233269,0.21100323,0.035969873,0.0066736979,5.4115452609
"453","produits laitiers","Milk-shake, provenant de fast food",0.95976216,0.024337071,0.10402936,0.21844406,0.037768033,0.0066736979,1.3510143819
"454","produits laitiers","Mimolette demi-vieille",5.1820907,0.39280843,0.26233269,0.21100323,0.035969873,0.0066736979,6.0908786209
"455","produits laitiers","Mimolette extra-vieille",5.2884181,0.38255439,0.26233269,0.21100323,0.035969873,0.0066736979,6.1869519809
"456","produits laitiers","Mimolette jeune",5.0769478,0.40464001,0.26233269,0.21100323,0.035969873,0.0066736979,5.9975673009
"457","produits laitiers","Mimolette vieille",5.4045978,0.3738779,0.26233269,0.21100323,0.035969873,0.0066736979,6.2944551909
"458","produits laitiers","Mimolette, sans précision",4.7576667,0.43461334,0.26233269,0.21100323,0.035969873,0.0066736979,5.7082595309
"459","produits laitiers","Mont d'or ou Vacherin du Haut-Doubs (produit en France) ou Vacherin-Mont d'Or (produit en Suisse)",4.334704,0.26648389,0.26233269,0.21100323,0.035969873,0.0066736979,5.1171673809
"460","produits laitiers","Morbier",4.9506834,0.41647159,0.26233269,0.21100323,0.035969873,0.0066736979,5.8831344809
"461","produits laitiers","Mousse à la crème de marrons, rayon frais",1.3729259,0.20847573,0.18549789,0.31567643,0.037768033,0.0066736979,2.1270176809
"462","produits laitiers","Mousse au chocolat (base laitière), rayon frais",8.5675889,0.21735062,0.18549789,0.34256619,0.037768033,0.0066736979,9.3574453309
"463","produits laitiers","Mousse au chocolat traditionnelle, rayon frais",8.5675889,0.21735062,0.18549789,0.34256619,0.037768033,0.0066736979,9.3574453309
"464","produits laitiers","Mousse aux fruits, rayon frais",1.3729259,0.20847573,0.18549789,0.31567643,0.037768033,0.0066736979,2.1270176809
"465","produits laitiers","Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais",3.8023537,0.13608132,0.18549789,0.25763136,0.037768033,0.0066736979,4.4260060009
"466","produits laitiers","Mozzarella au lait de vache",3.8001999,0.29688809,0.26233269,0.21100323,0.035969873,0.0066736979,4.6130674809
"467","produits laitiers","Munster",4.4938685,0.25709436,0.26233269,0.21100323,0.035969873,0.0066736979,5.2669423509
"468","produits laitiers","Neufchâtel",4.0659021,0.28168599,0.26233269,0.21100323,0.035969873,0.0066736979,4.8635675809
"469","produits laitiers","Ossau-Iraty",4.4232346,0.31393438,0.26233269,0.21100323,0.035969873,0.0066736979,5.2531484709
"470","produits laitiers","Pain perdu",1.3004723,0.18076208,0.1855243,0.20803694,0.037768033,0.0066736979,1.9192373509
"471","produits laitiers","Panna cotta, rayon frais",1.1890768,0.28767939,0.18549789,0.19277257,0.037768033,0.0066736979,1.8994683809
"472","produits laitiers","Parmesan",5.2111495,0.39044211,0.26233269,0.21100323,0.035969873,0.0066736979,6.1175711009
"473","produits laitiers","Pélardon (fromage de chèvre)",6.596737,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,7.4065370109
"474","produits laitiers","Picodon (fromage de chèvre)",6.0103604,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,6.8201604109
"475","produits laitiers","Pont l'Évêque",4.5631557,0.25351739,0.26233269,0.21100323,0.035969873,0.0066736979,5.3326525809
"476","produits laitiers","Pouligny Saint-Pierre (fromage de chèvre)",5.643875,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,6.4536750109
"477","produits laitiers","Profiteroles (crème pâtissière et sauce chocolat), rayon frais",3.0236211,0.24284511,0.18551566,0.23593432,0.037768033,0.0066736979,3.7323579209
"478","produits laitiers","Provolone",4.9064476,0.42120422,0.26233269,0.21100323,0.035969873,0.0066736979,5.8436313109
"479","produits laitiers","Raclette (fromage)",4.9317869,0.4188379,0.26233269,0.21100323,0.035969873,0.0066736979,5.8666042909
"480","produits laitiers","Reblochon",4.5258166,0.25530588,0.26233269,0.21100323,0.035969873,0.0066736979,5.2971019709
"481","produits laitiers","Riz au lait, rayon frais",1.0576145,0.1707499,0.18549789,0.2298457,0.037768033,0.0066736979,1.6881497209
"482","produits laitiers","Rocamadour (fromage de chèvre)",5.2040925,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,6.0138925109
"483","produits laitiers","Roquefort",5.2393671,0.29382052,0.18031662,0.21100323,0.035969873,0.0066736979,5.9671510409
"484","produits laitiers","Sainte-Maure (fromage de chèvre)",5.3506867,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,6.1604867109
"485","produits laitiers","Sainte-Maure de Touraine (fromage de chèvre)",5.5705779,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,6.3803779109
"486","produits laitiers","Saint-Félicien",3.9966593,0.28571008,0.26233269,0.21100323,0.035969873,0.0066736979,4.7983488709
"487","produits laitiers","Saint-Marcellin",3.8830921,0.29152265,0.26233269,0.21100323,0.035969873,0.0066736979,4.6905942409
"488","produits laitiers","Saint-Nectaire, fermier",4.3948473,0.47089685,0.26233269,0.21100323,0.035969873,0.0066736979,5.3817236409
"489","produits laitiers","Saint-Nectaire, laitier",4.3948473,0.47089685,0.26233269,0.21100323,0.035969873,0.0066736979,5.3817236409
"490","produits laitiers","Saint-Nectaire, sans précision",4.3948473,0.47089685,0.26233269,0.21100323,0.035969873,0.0066736979,5.3817236409
"491","produits laitiers","Saint-Paulin (fromage à pâte pressée non cuite demi-ferme)",4.7029809,0.44092352,0.26233269,0.21100323,0.035969873,0.0066736979,5.6598839109
"492","produits laitiers","Salers",4.988587,0.4133165,0.26233269,0.21100323,0.035969873,0.0066736979,5.9178829909
"493","produits laitiers","Selles-sur-Cher (fromage de chèvre)",5.643875,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,6.4536750109
"494","produits laitiers","Semoule au lait, rayon frais",0.85108528,0.18809146,0.18549789,0.20734497,0.037768033,0.0066736979,1.4764613309
"495","produits laitiers","Snack pour enfants à base de fromage fondu et de gressins",4.3271805,0.44835525,0.18553562,0.21374812,0.037768033,0.0066736979,5.2192612209
"496","produits laitiers","Spécialité à base de crème légère 8% MG, fluide ou épaisse",1.4391006,0.12902031,0.18031662,0.18373556,0.035371359,0.0066736979,1.9742181469
"497","produits laitiers","Spécialité fromagère fondante au fromage blanc et aux noix",4.482213,0.45834439,0.18553562,0.21660405,0.037768033,0.0066736979,5.3871387909
"498","produits laitiers","Spécialité fromagère non affinée à tartiner environ 30-40 % MG aromatisée (ex: ail et fines herbes)",4.1313259,0.27810903,0.26233269,0.21100323,0.035969873,0.0066736979,4.9254144209
"499","produits laitiers","Spécialité fromagère non affinée environ 20% MG, type fromage en barquette à tartiner ou coque fromagère",3.7250567,0.30091218,0.26233269,0.21100323,0.035969873,0.0066736979,4.5419483709
"500","produits laitiers","Spécialité fromagère non affinée environ 25% MG, type fromage en barquette à tartiner ou coque fromagère",4.1313259,0.27810903,0.26233269,0.21100323,0.035969873,0.0066736979,4.9254144209
"501","produits laitiers","Spécialité végétale type fromage à tartiner, au soja, préemballée",0.33086429,1.7454129,0.18031662,0.41705347,0.035969955,0.0066736979,2.7162909329
"502","produits laitiers","Spécialité végétale type fromage en tranche, sans soja, préemballée",0.51585061,2.0966833,0.26233269,0.43348775,0.035969955,0.0066736979,3.3509980029
"503","produits laitiers","Spécialité végétale type fromage râpé, sans soja, préemballée",0.51585061,2.1095042,0.26233269,0.43348775,0.035969955,0.0066736979,3.3638189029
"504","produits laitiers","Tiramisu, rayon frais",8.4184766,2.1941927,0.18550709,0.2967731,0.037768033,0.0066736979,11.1393912209
"505","produits laitiers","Tome des Bauges",4.9448384,0.23116136,0.26233269,0.21100323,0.035969873,0.0066736979,5.6919792509
"506","produits laitiers","Tomme ou tome de montagne ou de Savoie",4.8654665,0.23563257,0.26233269,0.21100323,0.035969873,0.0066736979,5.6170785609
"507","produits laitiers","Tomme ou tome de vache",4.9117612,0.23339697,0.26233269,0.21100323,0.035969873,0.0066736979,5.6611376609
"508","produits laitiers","Tomme ou tome, allégée en matière grasse, environ 13% MG",4.8654665,0.23563257,0.26233269,0.21100323,0.035969873,0.0066736979,5.6170785609
"509","produits laitiers","Valençay (fromage de chèvre)",5.7904692,0.29382052,0.26233269,0.21100323,0.035969873,0.0066736979,6.6002692109
"510","produits laitiers","Yaourt à la grecque, au lait de brebis",1.6776581,0.14937424,0.18031662,0.18472707,0.035969873,0.0066736979,2.2347196009
"511","produits laitiers","Yaourt à la grecque, nature",1.5332605,0.14982272,0.18031662,0.20131239,0.035969873,0.0066736979,2.1073558009
"512","produits laitiers","Yaourt à la grecque, sur lit de fruits",1.5208069,0.14843828,0.18031662,0.23591029,0.035969873,0.0066736979,2.1281156609
"513","produits laitiers","Yaourt au lait de chèvre, nature, 5% MG environ",1.108753,0.14937424,0.18031662,0.18472707,0.035969873,0.0066736979,1.6658145009
"514","produits laitiers","Yaourt, lait fermenté ou spécialité laitière, aromatisé, avec édulcorants, 0% MG",0.85748407,0.16806826,0.18031662,0.20118551,0.035969873,0.0066736979,1.4496980309
"515","produits laitiers","Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré",0.85748407,0.16806826,0.18031662,0.20118551,0.035969873,0.0066736979,1.4496980309
"516","produits laitiers","Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré, à la crème",0.92880654,0.17566393,0.18031662,0.19908307,0.035969873,0.0066736979,1.5265137309
"517","produits laitiers","Yaourt, lait fermenté ou spécialité laitière, aux céréales",1.6198836,0.14715337,0.18031662,0.20307807,0.035969873,0.0066736979,2.1930752309
"518","produits laitiers","Yaourt, lait fermenté ou spécialité laitière, aux céréales, 0% MG",1.6198836,0.14715337,0.18031662,0.20307807,0.035969873,0.0066736979,2.1930752309
"519","produits laitiers","Yaourt, lait fermenté ou spécialité laitière, aux copeaux de chocolat, à la crème, sucré",4.7681941,0.24248929,0.18031662,0.25965796,0.035969873,0.0066736979,5.4933015409
"520","produits laitiers","Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG",1.5208069,0.14843828,0.18031662,0.23591029,0.035969873,0.0066736979,2.1281156609
"521","produits laitiers","Yaourt, lait fermenté ou spécialité laitière, aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D",1.5208069,0.14843828,0.18031662,0.23591029,0.035969873,0.0066736979,2.1281156609
"522","produits laitiers","Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré",1.5208069,0.14843828,0.18031662,0.23591029,0.035969873,0.0066736979,2.1281156609
"523","produits laitiers","Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, à la crème",1.5208069,0.14843828,0.18031662,0.23591029,0.035969873,0.0066736979,2.1281156609
"524","produits laitiers","Yaourt, lait fermenté ou spécialité laitière, aux fruits, sucré, enrichi en vitamine D",1.5208069,0.14843828,0.18031662,0.23591029,0.035969873,0.0066736979,2.1281156609
"525","produits laitiers","Yaourt, lait fermenté ou spécialité laitière, nature",1.5332605,0.14982272,0.18031662,0.20131239,0.035969873,0.0066736979,2.1073558009
"526","produits laitiers","Yaourt, lait fermenté ou spécialité laitière, nature, 0% MG",1.5332605,0.14982272,0.18031662,0.20131239,0.035969873,0.0066736979,2.1073558009
"527","produits laitiers","Yaourt, lait fermenté ou spécialité laitière, nature, à la crème",1.5373832,0.16456688,0.18031662,0.19833893,0.035969873,0.0066736979,2.1232492009
"528","produits laitiers","Yaourt, lait fermenté ou spécialité laitière, nature, sucré",0.92690139,0.16037758,0.18031662,0.20195202,0.035969873,0.0066736979,1.5121911809
"529","poisson","Huile de foie de morue",0,1.2985349,0.17233329,0.10768698,0.017010291,0,1.595565461
"530","poisson","Huile de hareng",0,1.2985349,0.17233329,0.10768698,0.017010291,0,1.595565461
"531","poisson","Huile de sardine",0,1.2985349,0.17233329,0.10768698,0.017010291,0,1.595565461
"532","poisson","Huile de saumon",0,1.2985349,0.17233329,0.10768698,0.017010291,0,1.595565461
"533","pâtes, riz et céréales","Amarante, crue",0.73765151,0,0.26506589,0.13112869,0.01606076,0,1.14990685
